0.  0. 
0.1  0.13482285 
0.2  0.2685847 
0.3  0.4002348 
0.4  0.5287423 
0.5  0.6531067 
0.6  0.77236664 
0.70000005  0.8856095 
0.8000001  0.99198 
0.9000001  1.0906883 
1.0000001  1.1810172 
1.1000001  1.2623295 
1.2000002  1.3340726 
1.3000002  1.3957857 
1.4000002  1.4471018 
1.5000002  1.4877526 
1.6000003  1.5175699 
1.7000003  1.5364873 
1.8000003  1.5445406 
1.9000003  1.5418668 
2.0000002  1.5287021 
2.1000001  1.5053809 
2.2  1.4723296 
2.3  1.4300647 
2.3999999  1.3791854 
2.4999998  1.3203685 
2.5999997  1.2543613 
2.6999996  1.1819732 
2.7999995  1.104069 
2.8999994  1.0215585 
2.9999993  0.9353883 
3.0999992  0.84653187 
3.199999  0.75598 
3.299999  0.6647307 
3.399999  0.57377934 
3.4999988  0.48410863 
3.5999987  0.39667872 
3.6999986  0.31241798 
3.7999985  0.2322138 
3.8999984  0.15690327 
3.9999983  0.08726573 
4.0999985  0.024014294 
4.1999984  -0.032209814 
4.2999983  -0.080845 
4.399998  -0.12141371 
4.499998  -0.15352744 
4.599998  -0.17688996 
4.699998  -0.1913001 
4.799998  -0.19665384 
4.8999977  -0.19294459 
4.9999976  -0.1802631 
5.0999975  -0.15879625 
5.1999974  -0.12882471 
5.2999973  -0.09071994 
5.399997  -0.044939876 
5.499997  0.007975817 
5.599997  0.06741178 
5.699997  0.13268346 
5.799997  0.20304418 
5.8999968  0.27769315 
5.9999967  0.3557843 
6.0999966  0.43643445 
6.1999965  0.5187332 
6.2999964  0.60175204 
6.3999963  0.6845545 
6.499996  0.7662057 
6.599996  0.8457823 
6.699996  0.92238194 
6.799996  0.9951329 
6.899996  1.0632033 
6.9999957  1.1258101 
7.0999956  1.1822264 
7.1999955  1.2317903 
7.2999954  1.2739112 
7.3999953  1.3080765 
7.499995  1.333857 
7.599995  1.3509116 
7.699995  1.3589907 
7.799995  1.35794 
7.899995  1.3477013 
7.9999948  1.3283143 
8.099995  1.2999161 
8.199995  1.2627399 
8.299995  1.2171136 
8.399996  1.1634564 
8.499996  1.1022754 
8.599997  1.0341592 
8.699997  0.95977426 
8.799997  0.8798572 
8.899998  0.79520804 
8.999998  0.7066821 
9.099998  0.61518157 
9.199999  0.5216471 
9.299999  0.42704788 
9.4  0.33237225 
